#{"t_start": 1613222802.8017235}
r,l,t
1.4233146,32.0,7702.676236629486
1.4634892,32.0,7714.507956504822
1.410519,32.0,7725.613791942596
1.426713,32.0,7737.429013252258
1.4625564,32.0,7749.2807602882385
1.4179419,32.0,7761.08594918251
1.3994422,32.0,7773.002412557602
1.4032649,32.0,7784.7552881240845
1.4383614,32.0,7796.554816961288
1.3759394,32.0,7808.562114953995
1.4099804,32.0,7820.4582760334015
1.409492,32.0,7832.2665066719055
1.4469048,32.0,7843.4217801094055
1.3826692,32.0,7854.583371162415
1.3841767,32.0,7866.408785820007
1.4040111,32.0,7878.235910892487
1.4048347,32.0,7890.017960548401
1.4039644,32.0,7901.6254053115845
1.3786529,32.0,7913.545177936554
1.4176147,32.0,7925.435096979141
1.4086527,32.0,7937.260376214981
1.3777466,32.0,7949.2013511657715
1.3346927,32.0,7961.150710105896
1.3433934,32.0,7973.121812582016
1.3959252,32.0,7985.1220417022705
1.3829236,32.0,7997.029195070267
1.3662288,32.0,8008.826325893402
1.3139946,32.0,8020.739171504974
1.350916,32.0,8032.516357421875
1.3052049,32.0,8044.3767812252045
1.367724,32.0,8056.020419359207
1.3426039,32.0,8067.776433229446
1.3812134,32.0,8079.342369318008
1.4154531,32.0,8090.503252983093
1.3832884,32.0,8102.075414180756
1.3898456,32.0,8113.758983850479
1.3389207,32.0,8125.653074264526
1.3852818,32.0,8137.416116476059
1.3437774,32.0,8149.186106443405
1.407834,32.0,8161.116501092911
1.3617536,32.0,8173.019745826721
1.4225868,32.0,8184.757501840591
1.3916202,32.0,8196.693052768707
